ID	ID.1	baseMean	log2FoldChange	padj	Label	Level
3746	LXN	1733.3	0.9	0.1767	-	NoDiff
3747	FUT8	1504.1	0.3	0.1768	-	NoDiff
3748	TMEM147-AS1	160.3	-0.4	0.1771	-	NoDiff
3749	AC234783.1	9.9	1.2	0.1776	-	NoDiff
3750	NNT-AS1	402.1	0.2	0.1776	-	NoDiff
3751	SPDL1	213.5	0.4	0.1777	-	NoDiff
3752	PLEKHA5	1427.3	0.2	0.1777	-	NoDiff
3753	AC245297.2	15.5	-0.9	0.1777	-	NoDiff
3754	PUS7	171.8	-0.6	0.1778	-	NoDiff
3755	SINHCAF	122.4	-0.5	0.1781	-	NoDiff
3756	YES1	1244.4	0.2	0.1781	-	NoDiff
3757	AGO4	656.1	-0.4	0.1783	-	NoDiff
3758	PILRB	197.5	-0.4	0.1784	-	NoDiff
3759	H3F3B	3439.2	0.2	0.1784	-	NoDiff
3760	AC244021.1	6.7	2.1	0.1784	-	NoDiff
3761	KIF3B	2317.2	-0.1	0.1785	-	NoDiff
3762	TMEM155	404.9	-0.9	0.1785	-	NoDiff
3763	ZNF605	479.6	0.4	0.1785	-	NoDiff
3764	AC027329.1	16.4	0.8	0.1785	-	NoDiff
3765	ERP29	2003.5	0.1	0.1786	-	NoDiff
3766	TNFRSF10B	2486.7	0.3	0.1786	-	NoDiff
3767	ZNF233	43.3	0.7	0.1787	-	NoDiff
3768	DDX10	276.8	-0.3	0.1787	-	NoDiff
3769	TNNC2	20.4	0.9	0.1791	-	NoDiff
3770	CELF6	41.7	-0.8	0.1791	-	NoDiff
3771	ZCCHC7	377.7	0.4	0.1791	-	NoDiff
3772	LDHD	8.6	-1.2	0.1791	-	NoDiff
3773	CCDC13	22.1	-0.7	0.1791	-	NoDiff
3774	AC074212.1	55.9	0.8	0.1792	-	NoDiff
3775	METTL16	657.5	0.3	0.1793	-	NoDiff
3776	AC007920.2	151.9	-0.3	0.1793	-	NoDiff
3777	ENPP2	466.5	0.9	0.1794	-	NoDiff
3778	ZNF215	62	-0.6	0.1794	-	NoDiff
3779	TCEA3	429.5	0.7	0.1795	-	NoDiff
3780	ANTXR2	5683.9	-0.4	0.1796	-	NoDiff
3781	TBC1D5	3286.9	0.2	0.1798	-	NoDiff
3782	IER2	513.6	0.3	0.1799	-	NoDiff
3783	PPA1	1441.3	0.3	0.1799	-	NoDiff
3784	CCDC51	284.8	-0.4	0.18	-	NoDiff
3785	LLPH	660.4	-0.3	0.1801	-	NoDiff
3786	SEMA6B	31.8	0.8	0.1801	-	NoDiff
3787	ANKRD45	20.3	1.2	0.1801	-	NoDiff
3788	ZNF841	247.2	0.6	0.1801	-	NoDiff
3789	AC034102.1	3824.5	-0.2	0.1805	-	NoDiff
3790	ARMT1	621.2	-0.2	0.1805	-	NoDiff
3791	GOLIM4	2571.7	0.3	0.1805	-	NoDiff
3792	TNFSF12	725	-0.2	0.1805	-	NoDiff
3793	KREMEN1	2297.9	0.3	0.1806	-	NoDiff
3794	LRIG3	1972.4	0.3	0.1808	-	NoDiff
3795	NFIX	10752.1	0.3	0.1809	-	NoDiff
3796	CDAN1	317.6	0.2	0.1809	-	NoDiff
3797	SDC4	5576.7	0.3	0.1813	-	NoDiff
3798	AL022328.4	18.1	0.8	0.1813	-	NoDiff
3799	KCNAB2	196	-0.4	0.1815	-	NoDiff
3800	TBX2	3098	-0.3	0.1816	-	NoDiff
3801	CARD16	93.7	0.5	0.1817	-	NoDiff
3802	HELZ2	696.1	0.2	0.1818	-	NoDiff
3803	EHBP1	4913.4	0.2	0.182	-	NoDiff
3804	HERPUD2	803.4	-0.2	0.182	-	NoDiff
3805	BCAP31	1964.5	-0.2	0.182	-	NoDiff
3806	LRRFIP1	2074.6	-0.4	0.1821	-	NoDiff
3807	PHLPP2	327.1	-0.4	0.1827	-	NoDiff
3808	ECE1	7256.9	-0.2	0.1827	-	NoDiff
3809	VPS11	1115.9	0.2	0.1827	-	NoDiff
3810	FHIT	32.7	0.6	0.1827	-	NoDiff
3811	PNMA6A	58.9	0.5	0.1827	-	NoDiff
3812	HSPB2	146.4	-0.6	0.1828	-	NoDiff
3813	KCND2	55.5	1.7	0.1828	-	NoDiff
3814	CRAT	1595.4	-0.2	0.1831	-	NoDiff
3815	ENGASE	350.5	0.4	0.1831	-	NoDiff
3816	CCND2	3123.3	0.5	0.1834	-	NoDiff
3817	MAP3K14-AS1	9.6	1.1	0.1834	-	NoDiff
3818	TUSC2	332.2	-0.2	0.1835	-	NoDiff
3819	RIN3	607.2	0.3	0.1837	-	NoDiff
3820	MYRF	21.2	-0.9	0.1837	-	NoDiff
3821	AEBP2	699	0.3	0.1837	-	NoDiff
3822	WDR5	605.1	-0.2	0.1839	-	NoDiff
3823	PET117	84.8	-0.4	0.1852	-	NoDiff
3824	GPBP1	1067.9	0.1	0.1853	-	NoDiff
3825	AC092338.1	796.5	-0.4	0.1854	-	NoDiff
3826	LPP	4999.6	-0.5	0.1854	-	NoDiff
3827	CYBC1	1021.8	0.3	0.1854	-	NoDiff
3828	PTPN18	390.1	-0.4	0.1857	-	NoDiff
3829	KLF2	91.2	0.6	0.1858	-	NoDiff
3830	FAM129A	2099.8	0.6	0.1858	-	NoDiff
3831	SLC39A7	3115.8	0.2	0.1859	-	NoDiff
3832	COMT	2755.9	-0.2	0.1861	-	NoDiff
3833	BRD2	3671.5	0.2	0.1861	-	NoDiff
3834	TYRO3	469.7	0.4	0.1863	-	NoDiff
3835	OTOGL	28.9	-1.3	0.1863	-	NoDiff
3836	MAPK14	1271.2	-0.2	0.1864	-	NoDiff
3837	H3F3A	2763.3	0.1	0.1864	-	NoDiff
3838	GAB1	898.9	0.3	0.1866	-	NoDiff
3839	FAM229B	278.1	0.2	0.1868	-	NoDiff
3840	TXNDC12	809.8	-0.2	0.1874	-	NoDiff
3841	CASP4	810.4	-0.1	0.1874	-	NoDiff
3842	TONSL-AS1	20.4	0.8	0.1874	-	NoDiff
3843	AFG3L2	819	-0.2	0.1878	-	NoDiff
3844	SH3GLB1	3223.9	-0.3	0.1879	-	NoDiff
3845	CATSPER2P1	24	0.8	0.1879	-	NoDiff
3846	FLOT1	3283	-0.2	0.188	-	NoDiff
3847	PGM5P4-AS1	147.9	0.6	0.1882	-	NoDiff
3848	DDX24	3499.7	0.2	0.1883	-	NoDiff
3849	FAM86HP	23.3	0.9	0.1883	-	NoDiff
3850	ACP2	545.9	-0.3	0.1884	-	NoDiff
3851	HOXB-AS1	55.2	-0.5	0.1884	-	NoDiff
3852	AFAP1-AS1	7.5	1.2	0.1884	-	NoDiff
3853	AC004156.1	305.6	-0.3	0.1887	-	NoDiff
3854	ZBTB7B	407.1	0.3	0.1887	-	NoDiff
3855	CCK	24.5	-1.2	0.1887	-	NoDiff
3856	AP003119.3	26	-1.1	0.1888	-	NoDiff
3857	WDR44	544	-0.2	0.189	-	NoDiff
3858	CASTOR1	98.7	-0.4	0.189	-	NoDiff
3859	ING4	497.6	0.3	0.1891	-	NoDiff
3860	ARF3	3124.8	-0.1	0.1891	-	NoDiff
3861	HAGHL	84	-0.4	0.1892	-	NoDiff
3862	NKTR	1554.8	0.2	0.1892	-	NoDiff
3863	BBS2	1045.7	0.3	0.1892	-	NoDiff
3864	SEPT9	8378.6	0.4	0.1892	-	NoDiff
3865	ZNF514	279.4	0.3	0.1893	-	NoDiff
3866	COMMD2	543.5	-0.2	0.1897	-	NoDiff
3867	ABCB7	309.1	0.2	0.1897	-	NoDiff
3868	TMBIM4	1034.8	-0.3	0.1897	-	NoDiff
3869	PPM1N	22.1	-1	0.1897	-	NoDiff
3870	SRGAP2D	101.9	0.3	0.1897	-	NoDiff
3871	DEDD2	235.3	0.2	0.19	-	NoDiff
3872	FBXO25	501.3	0.2	0.1901	-	NoDiff
3873	LONRF1	257.5	0.4	0.1902	-	NoDiff
3874	WNT5A-AS1	43	0.9	0.1902	-	NoDiff
3875	PCBP3	179	-1.7	0.1903	-	NoDiff
3876	BICD2	996	-0.1	0.1905	-	NoDiff
3877	CCDC151	11	1.1	0.1905	-	NoDiff
3878	SSX2IP	609.5	0.5	0.1907	-	NoDiff
3879	ARL6IP1	1508.2	-0.2	0.1909	-	NoDiff
3880	WDR11	2045	-0.2	0.1911	-	NoDiff
3881	DNM1L	1135.3	-0.2	0.1914	-	NoDiff
3882	ZNF189	332.7	0.2	0.1914	-	NoDiff
3883	PACS2	1554.7	-0.1	0.1914	-	NoDiff
3884	CYP2B7P	16.1	0.9	0.1914	-	NoDiff
3885	SMIM1	16.8	0.9	0.1915	-	NoDiff
3886	AC096644.4	24.6	-0.7	0.1915	-	NoDiff
3887	AK1	972.2	0.4	0.1917	-	NoDiff
3888	ANKZF1	605.2	-0.3	0.1917	-	NoDiff
3889	EIF4EBP1	283.2	0.2	0.1917	-	NoDiff
3890	LINC00565	24.6	-1.7	0.1922	-	NoDiff
3891	FLRT2	1029.6	0.5	0.1923	-	NoDiff
3892	SLC16A7	1257.3	-0.3	0.1925	-	NoDiff
3893	PIN1	642.2	-0.2	0.1925	-	NoDiff
3894	C1orf35	146.3	-0.3	0.1925	-	NoDiff
3895	LNCTAM34A	81.1	0.5	0.1925	-	NoDiff
3896	XPO1	2620.1	0.2	0.1926	-	NoDiff
3897	HIST1H2BD	117.4	0.4	0.1928	-	NoDiff
3898	LINC01609	6.4	1.4	0.1928	-	NoDiff
3899	YWHAG	3040.2	-0.1	0.1929	-	NoDiff
3900	DNM1P47	300.3	0.7	0.1929	-	NoDiff
3901	DFFA	950	0.2	0.1931	-	NoDiff
3902	EMD	856.4	-0.2	0.1932	-	NoDiff
3903	FGD5	29.1	1.2	0.1932	-	NoDiff
3904	ATG13	1956.6	-0.2	0.1932	-	NoDiff
3905	P3H3	1452.4	0.3	0.1934	-	NoDiff
3906	STIM1	1409.8	-0.3	0.1934	-	NoDiff
3907	DERA	476.3	-0.2	0.1935	-	NoDiff
3908	WDFY2	244.6	0.3	0.1935	-	NoDiff
3909	METTL15	311.2	0.3	0.1935	-	NoDiff
3910	CALB2	26.7	0.9	0.1936	-	NoDiff
3911	TMEM184C	1244.6	-0.2	0.1937	-	NoDiff
3912	KMT5C	87.4	0.4	0.1938	-	NoDiff
3913	RPS19BP1	634.7	-0.3	0.1938	-	NoDiff
3914	SLC22A4	19	1	0.1938	-	NoDiff
3915	SREK1IP1	507.3	-0.3	0.1942	-	NoDiff
3916	NUDT4P2	253.3	-0.7	0.1942	-	NoDiff
3917	SMARCE1	3009.4	0.2	0.1943	-	NoDiff
3918	UBFD1	2052.4	0.2	0.1943	-	NoDiff
3919	RALGPS1	110	0.6	0.1943	-	NoDiff
3920	DPY19L4	1296	-0.2	0.1943	-	NoDiff
3921	LYNX1	1114.4	0.5	0.1943	-	NoDiff
3922	AC093525.4	13.4	0.9	0.1943	-	NoDiff
3923	SALL4	13.6	1.4	0.1945	-	NoDiff
3924	CAPRIN1	5844.9	0.2	0.1945	-	NoDiff
3925	SAP130	636.5	0.2	0.1945	-	NoDiff
3926	FOXQ1	133.4	0.5	0.1945	-	NoDiff
3927	CCDC186	476.8	0.3	0.1945	-	NoDiff
3928	AKR1B10	15.6	1.1	0.1945	-	NoDiff
3929	AC027307.2	126.4	-0.4	0.1945	-	NoDiff
3930	ACACA	1268.6	0.3	0.1945	-	NoDiff
3931	MRPL48	184.5	0.3	0.1946	-	NoDiff
3932	RBM3	3490.9	-0.3	0.1947	-	NoDiff
3933	ABCC4	1308.8	-0.5	0.1947	-	NoDiff
3934	AL117327.1	7.5	-1.3	0.1947	-	NoDiff
3935	ZNF382	92.9	0.5	0.1948	-	NoDiff
3936	RNF103	926.5	-0.3	0.1948	-	NoDiff
3937	ERVW-1	59.7	0.5	0.1948	-	NoDiff
3938	AC104794.2	76.2	0.7	0.1948	-	NoDiff
3939	CYLD	1126.6	0.2	0.195	-	NoDiff
3940	KCNK15-AS1	13.1	1	0.195	-	NoDiff
3941	Z84485.1	14.5	0.9	0.195	-	NoDiff
3942	TMEM116	160	0.4	0.1951	-	NoDiff
3943	SRSF9	1363.4	-0.2	0.1953	-	NoDiff
3944	PRAF2	638.5	0.2	0.1953	-	NoDiff
3945	FAM86EP	50.9	0.7	0.1953	-	NoDiff
3946	THG1L	229.8	0.3	0.1955	-	NoDiff
3947	KAT7	725.7	0.1	0.1955	-	NoDiff
3948	SLC27A6	11.3	-1.6	0.1956	-	NoDiff
3949	APOLD1	65.2	0.8	0.1961	-	NoDiff
3950	OVCH1	10.2	-1.2	0.1961	-	NoDiff
3951	VCAN	9290.2	0.2	0.1962	-	NoDiff
3952	RAB1A	3356.6	-0.2	0.1962	-	NoDiff
3953	SMIM8	109.4	0.3	0.1963	-	NoDiff
3954	TTLL11	113.8	0.5	0.1963	-	NoDiff
3955	AC006001.3	349.8	-0.2	0.1963	-	NoDiff
3956	DRAP1	1268.8	0.2	0.1964	-	NoDiff
3957	OLA1	946.9	0.1	0.1965	-	NoDiff
3958	FAM13C	153.2	1	0.1965	-	NoDiff
3959	PEX10	291.6	0.3	0.1965	-	NoDiff
3960	FAM227B	47.3	0.5	0.1965	-	NoDiff
3961	PRDX2	1154	0.2	0.1965	-	NoDiff
3962	SETD3	929.5	-0.2	0.1965	-	NoDiff
3963	PCGF2	782.7	0.2	0.1965	-	NoDiff
3964	FBXL20	527.9	0.2	0.1967	-	NoDiff
3965	EEF1A1	257339	0.2	0.1967	-	NoDiff
3966	GPS1	1439.2	-0.1	0.1971	-	NoDiff
3967	FAM86B1	156.9	0.4	0.1971	-	NoDiff
3968	GPR17	15	-1.3	0.1972	-	NoDiff
3969	CLIP4	1801.2	-0.3	0.1974	-	NoDiff
3970	MAGEH1	386.4	0.2	0.1974	-	NoDiff
3971	TMEM267	185.6	0.4	0.1975	-	NoDiff
3972	BTBD9	494.8	-0.2	0.1975	-	NoDiff
3973	ATG2A	771.1	-0.2	0.1978	-	NoDiff
3974	CPLANE2	65.3	-0.5	0.1978	-	NoDiff
3975	MTMR7	29.5	-0.6	0.1979	-	NoDiff
3976	ELP1	947.1	0.2	0.1979	-	NoDiff
3977	USP43	6.8	-1.2	0.1979	-	NoDiff
3978	ZBTB21	288.7	-0.5	0.1979	-	NoDiff
3979	MED18	239	-0.2	0.198	-	NoDiff
3980	AL354920.1	31.4	0.6	0.198	-	NoDiff
3981	GYS1	1696.2	-0.6	0.1981	-	NoDiff
3982	SUMO2	2639	0.1	0.1983	-	NoDiff
3983	AL021707.2	54.2	0.5	0.1983	-	NoDiff
3984	GINM1	2373.9	-0.3	0.1985	-	NoDiff
3985	EXOG	250.6	-0.4	0.1985	-	NoDiff
3986	LRRC23	147.1	0.3	0.1986	-	NoDiff
3987	ASB1	1197.7	-0.3	0.1986	-	NoDiff
3988	RCN2	1693.4	-0.3	0.1986	-	NoDiff
3989	AC016397.2	8.8	1.2	0.1986	-	NoDiff
3990	AC080038.2	78.8	0.7	0.1988	-	NoDiff
3991	GID4	519.3	-0.2	0.1989	-	NoDiff
3992	GBAP1	152.9	0.5	0.199	-	NoDiff
3993	GYG1	1097.9	-0.2	0.199	-	NoDiff
3994	BRCC3	419.1	-0.2	0.199	-	NoDiff
3995	FBXL13	11.5	1.3	0.1991	-	NoDiff
3996	IL10RB	836.5	-0.2	0.1995	-	NoDiff
3997	AC007823.1	6.4	-1.4	0.1995	-	NoDiff
3998	CDC5L	1027.2	-0.2	0.1998	-	NoDiff
3999	RBBP5	509.6	0.2	0.1998	-	NoDiff
4000	MARCH4	199	-0.7	0.1998	-	NoDiff
4001	INTS4	471.4	0.3	0.1998	-	NoDiff
4002	MRFAP1L1	928.1	0.1	0.1998	-	NoDiff
4003	HLA-F-AS1	52.9	0.9	0.1998	-	NoDiff
4004	INPP5B	459.9	0.2	0.1999	-	NoDiff
4005	FZD7	1710.1	0.4	0.2	-	NoDiff
4006	TRIM52	279.5	-0.2	0.2	-	NoDiff
4007	LINC02015	42.4	-1.1	0.2	-	NoDiff
4008	SGSM2	1617	0.2	0.2001	-	NoDiff
4009	FGFBP3	13.4	0.9	0.2002	-	NoDiff
4010	FMR1	685.6	0.1	0.2003	-	NoDiff
4011	ZGLP1	20.7	-0.8	0.2003	-	NoDiff
4012	IMPDH1P10	34.9	-1.5	0.2007	-	NoDiff
4013	ZEB1	10788.4	-0.3	0.201	-	NoDiff
4014	BMP2K	1760	0.5	0.2011	-	NoDiff
4015	COL18A1	3322	-0.4	0.2011	-	NoDiff
4016	CCN5	1903.4	0.8	0.2013	-	NoDiff
4017	SCARF2	1049	-0.4	0.2013	-	NoDiff
4018	ITPR1	2676.6	-0.5	0.2015	-	NoDiff
4019	ZNF782	52.1	-0.5	0.2015	-	NoDiff
4020	AL135905.1	22.2	0.8	0.2015	-	NoDiff
4021	OSBPL9	1555.8	-0.3	0.2016	-	NoDiff
4022	FAM3C	1264	-0.4	0.2019	-	NoDiff
4023	ZNF335	428.5	0.2	0.2019	-	NoDiff
4024	GABRE	170.4	0.7	0.202	-	NoDiff
4025	KCTD16	77.1	0.8	0.202	-	NoDiff
4026	LINC01133	164.1	0.8	0.2022	-	NoDiff
4027	GPATCH4	338.5	-0.4	0.2023	-	NoDiff
4028	LINC01088	10.7	-1.2	0.2023	-	NoDiff
4029	GDF6	7.5	1.4	0.2029	-	NoDiff
4030	AL390879.1	18.4	0.8	0.2029	-	NoDiff
4031	FAM135A	208.9	0.3	0.203	-	NoDiff
4032	HNMT	1040.7	-0.7	0.203	-	NoDiff
4033	HOTAIRM1	151.9	-0.5	0.203	-	NoDiff
4034	UXS1	672.4	-0.3	0.2033	-	NoDiff
4035	MT1G	18.3	-2.5	0.2033	-	NoDiff
4036	FBXL16	13.8	-1.3	0.2034	-	NoDiff
4037	TRIM37	864.8	0.3	0.2036	-	NoDiff
4038	FOXD1-AS1	49	-0.5	0.2038	-	NoDiff
4039	SERINC1	10763.7	-0.2	0.2039	-	NoDiff
4040	PTPRB	20.5	0.9	0.2039	-	NoDiff
4041	CD81-AS1	6.9	1.3	0.2039	-	NoDiff
4042	TCAF2P1	26.1	-1	0.204	-	NoDiff
4043	DCLRE1B	142.2	-0.3	0.2042	-	NoDiff
4044	C19orf12	676.9	-0.3	0.2042	-	NoDiff
4045	MYPN	13.5	1	0.2042	-	NoDiff
4046	B3GALT1	54.5	-1.3	0.2042	-	NoDiff
4047	AL021368.4	42.1	0.6	0.2042	-	NoDiff
4048	SMIM12	406.1	-0.3	0.2044	-	NoDiff
4049	PPP1R3B	816.5	-0.3	0.2046	-	NoDiff
4050	ID1	50.5	-0.7	0.2047	-	NoDiff
4051	MAF	1411.9	0.5	0.2047	-	NoDiff
4052	U2AF1L5	615.8	-0.3	0.2047	-	NoDiff
4053	UBE2D2	1147.2	-0.2	0.2049	-	NoDiff
4054	VTI1A	599.2	-0.2	0.2049	-	NoDiff
4055	ATP6V1C1	1675	-0.1	0.2051	-	NoDiff
4056	DSE	4586.7	-0.2	0.2054	-	NoDiff
4057	LINC01521	36.2	0.6	0.2057	-	NoDiff
4058	CFB	1147.1	0.4	0.2058	-	NoDiff
4059	RC3H1	676.3	-0.2	0.2059	-	NoDiff
4060	MAGEF1	430.1	0.2	0.2059	-	NoDiff
4061	FGF13	329.4	1.5	0.2064	-	NoDiff
4062	HSD11B2	17	1.6	0.2064	-	NoDiff
4063	NDOR1	229.8	-0.3	0.2065	-	NoDiff
4064	AC243772.2	6.3	1.5	0.2065	-	NoDiff
4065	AC239804.1	65.4	-0.9	0.2066	-	NoDiff
4066	MIPEP	548.7	0.3	0.2069	-	NoDiff
4067	NEURL2	65.6	0.4	0.207	-	NoDiff
4068	MVK	92.2	0.6	0.2071	-	NoDiff
4069	DESI2	1430	-0.2	0.2071	-	NoDiff
4070	ERBB2	1884.9	-0.2	0.2071	-	NoDiff
4071	EML3	1110.4	-0.2	0.2071	-	NoDiff
4072	TMEM67	226.2	0.5	0.2071	-	NoDiff
4073	CELSR3	90.2	-0.5	0.2075	-	NoDiff
4074	FKBP1B	58.9	-0.5	0.2075	-	NoDiff
4075	CCDC93	1664.9	0.2	0.2075	-	NoDiff
4076	DENND6A	304.2	-0.4	0.2075	-	NoDiff
4077	LTN1	895.5	-0.4	0.2075	-	NoDiff
4078	SELENOH	529.4	-0.2	0.2075	-	NoDiff
4079	AP001486.2	46.8	-0.6	0.2075	-	NoDiff
4080	PKM	21673.1	0.3	0.2078	-	NoDiff
4081	HCN2	46.2	-0.5	0.2079	-	NoDiff
4082	PRRT2	302.3	0.6	0.2079	-	NoDiff
4083	ZBTB7A	1184.7	-0.2	0.2081	-	NoDiff
4084	LY75	52.8	-1	0.2082	-	NoDiff
4085	SULT1C2	12.7	1.1	0.2082	-	NoDiff
4086	RTL8A	691	-0.1	0.2082	-	NoDiff
4087	FNDC5	13.1	1	0.2084	-	NoDiff
4088	KCNG2	14.8	-1.2	0.2084	-	NoDiff
4089	CNOT3	892.3	-0.2	0.2085	-	NoDiff
4090	TMX3	2072.1	0.2	0.2085	-	NoDiff
4091	RNF214	355	0.3	0.2085	-	NoDiff
4092	NCOA7	1356.9	-0.4	0.2086	-	NoDiff
4093	OAZ2	1962.3	0.2	0.2087	-	NoDiff
4094	LINC02511	34.4	1.2	0.2087	-	NoDiff
4095	EEF1AKMT4	23.8	-0.8	0.2087	-	NoDiff
4096	TSC2	2210	0.2	0.209	-	NoDiff
4097	AC124944.2	84.7	0.9	0.2094	-	NoDiff
4098	CENPK	43.7	0.5	0.2096	-	NoDiff
4099	TRMT2A	483.3	0.3	0.2097	-	NoDiff
4100	SPSB2	113.5	0.4	0.2097	-	NoDiff
4101	TMED7	2550.6	-0.2	0.2097	-	NoDiff
4102	ZNF385D	144.5	1	0.2097	-	NoDiff
4103	RAD54L	8.1	1.5	0.21	-	NoDiff
4104	ACAP2	2078	0.2	0.21	-	NoDiff
4105	FMNL1	471.5	0.4	0.21	-	NoDiff
4106	SLC25A1	1116.8	-0.2	0.2101	-	NoDiff
4107	GABARAPL1	6403	-0.4	0.2101	-	NoDiff
4108	AC087854.1	38.7	-0.5	0.2101	-	NoDiff
4109	AC010422.6	83.6	0.4	0.2102	-	NoDiff
4110	DNM1P41	45.5	0.5	0.2104	-	NoDiff
4111	AP2A1	3954.2	-0.1	0.2106	-	NoDiff
4112	MRPL17	504.5	0.4	0.2107	-	NoDiff
4113	LBX2-AS1	87.4	0.4	0.2107	-	NoDiff
4114	TPGS2	2369.2	0.3	0.211	-	NoDiff
4115	PGGT1B	376.9	0.3	0.211	-	NoDiff
4116	ZNF16	137.2	0.3	0.2114	-	NoDiff
4117	NSD1	1396.1	0.2	0.2118	-	NoDiff
4118	PCBP4	904.8	0.2	0.212	-	NoDiff
4119	GBP5	7	1.5	0.212	-	NoDiff
4120	INAFM2	228.5	-0.6	0.212	-	NoDiff
4121	GTF2F2	302.2	0.3	0.2121	-	NoDiff
4122	FAM50A	1395	-0.2	0.2122	-	NoDiff
4123	IRF4	237.7	-1.1	0.2122	-	NoDiff
4124	FTH1P15	81.9	-0.5	0.2122	-	NoDiff
4125	ADAMTS15	1445.7	-0.5	0.2123	-	NoDiff
4126	POGK	822	-0.2	0.2125	-	NoDiff
4127	RAB4A	766.7	-0.3	0.2125	-	NoDiff
4128	R3HDM1	518.6	0.3	0.2128	-	NoDiff
4129	MAN1A2	2336.1	0.2	0.213	-	NoDiff
4130	STAU2-AS1	9.9	1.2	0.2131	-	NoDiff
4131	FANCE	119.2	-0.3	0.2133	-	NoDiff
4132	KIFAP3	878.4	0.2	0.2134	-	NoDiff
4133	PPP1R13B	135.5	0.5	0.2134	-	NoDiff
4134	NDRG4	180.1	0.7	0.2134	-	NoDiff
4135	RBL2	2572.3	-0.3	0.2134	-	NoDiff
4136	TBL1XR1	2381.3	0.3	0.2134	-	NoDiff
4137	PLEKHM3	550.3	-0.2	0.2134	-	NoDiff
4138	CCDC159	186.1	0.3	0.2134	-	NoDiff
4139	PNMA3	10.6	1	0.2134	-	NoDiff
4140	LONP1	1190	0.2	0.2135	-	NoDiff
4141	AC092683.2	17.1	0.7	0.2135	-	NoDiff
4142	RB1	1183.6	-0.1	0.2136	-	NoDiff
4143	SLC16A3	2029.6	-0.8	0.2137	-	NoDiff
4144	SPR	328.4	-0.2	0.2138	-	NoDiff
4145	FMC1	62.1	-0.8	0.214	-	NoDiff
4146	SLC26A1	78.7	0.6	0.2142	-	NoDiff
4147	MAD2L2	328.7	-0.2	0.2146	-	NoDiff
4148	LPIN3	198.8	-0.6	0.2146	-	NoDiff
4149	NBPF12	568.6	0.2	0.2147	-	NoDiff
4150	PRRG4	21.2	-1.1	0.2148	-	NoDiff
4151	PHETA1	349	-0.4	0.2148	-	NoDiff
4152	PECR	112.2	0.3	0.2149	-	NoDiff
4153	SELENOP	16809.1	-0.3	0.2149	-	NoDiff
4154	SYS1-DBNDD2	25.7	1.3	0.2149	-	NoDiff
4155	ZFAND1	282.2	0.2	0.215	-	NoDiff
4156	DDX56	739.3	-0.2	0.215	-	NoDiff
4157	TRA2A	765.5	0.4	0.215	-	NoDiff
4158	MAP6D1	23.3	0.9	0.215	-	NoDiff
4159	EXOC3L1	11.3	1	0.2151	-	NoDiff
4160	DDX60L	687.7	-0.5	0.2151	-	NoDiff
4161	PLCB4	613	-0.6	0.2152	-	NoDiff
4162	AC139256.2	239	-0.5	0.2152	-	NoDiff
4163	SLC7A11-AS1	7.1	2	0.2153	-	NoDiff
4164	CHPF	2952.2	-0.3	0.2155	-	NoDiff
4165	PSME4	1538.2	-0.2	0.2162	-	NoDiff
4166	JAK1	8366	-0.2	0.2162	-	NoDiff
4167	TAF15	2586	-0.2	0.2162	-	NoDiff
4168	CYB5R3	13332.1	-0.2	0.2164	-	NoDiff
4169	MSH2	400.4	0.3	0.2165	-	NoDiff
4170	TMEM80	667.5	0.2	0.2165	-	NoDiff
4171	TRAPPC8	1179.7	-0.2	0.2168	-	NoDiff
4172	ZNF549	153.2	0.3	0.2174	-	NoDiff
4173	DLEU2L	19.9	0.7	0.2179	-	NoDiff
4174	MOSPD2	825.9	-0.4	0.2179	-	NoDiff
4175	CISD2	373	-0.2	0.2179	-	NoDiff
4176	THYN1	416.6	0.2	0.2179	-	NoDiff
4177	GTF2E1	220.4	-0.2	0.2179	-	NoDiff
4178	AL592211.1	8.4	1.1	0.2179	-	NoDiff
4179	OTUD5	1405	-0.1	0.2181	-	NoDiff
4180	JOSD2	455.1	-0.4	0.2181	-	NoDiff
4181	AC011477.1	14.3	0.9	0.2181	-	NoDiff
4182	SKA1	29	0.7	0.2182	-	NoDiff
4183	AC005332.6	867.1	0.4	0.2182	-	NoDiff
4184	RN7SK	14.7	1.7	0.2183	-	NoDiff
4185	TRIM22	3037.9	0.2	0.2185	-	NoDiff
4186	IL22RA1	13.9	-1.2	0.2185	-	NoDiff
4187	GLIS3	736.9	-0.3	0.2187	-	NoDiff
4188	AC005840.1	3081.9	-0.2	0.2188	-	NoDiff
4189	WDTC1	1611.6	-0.2	0.2189	-	NoDiff
4190	CCDC183-AS1	35.4	0.6	0.2189	-	NoDiff
4191	PRRC1	1546.8	0.3	0.219	-	NoDiff
4192	PRPS2	499.6	-0.2	0.2192	-	NoDiff
4193	STC2	17012.6	-1.1	0.2194	-	NoDiff
4194	L3MBTL2	426.9	0.2	0.2197	-	NoDiff
4195	NCEH1	272.4	-0.5	0.2197	-	NoDiff
4196	ETFDH	938.5	0.4	0.2197	-	NoDiff
4197	PSMG2	777	-0.2	0.2199	-	NoDiff
4198	PPP2R3A	752.9	0.3	0.22	-	NoDiff
4199	BBX	2471	-0.3	0.22	-	NoDiff
4200	ACOT4	8.7	-1.5	0.22	-	NoDiff
4201	AP003080.1	8.4	-1.7	0.22	-	NoDiff
