ID	baseMean	log2FoldChange	padj	Label	Level
ZFYVE26	1038.4	0.4	0.009149	-	NoDiff
TM2D1	823.7	-0.6	0.009149	-	NoDiff
SAMD11	83.5	1.7	0.009165	-	treat_UP
CHRDL2	88.5	1.2	0.009258	-	treat_UP
TSPYL1	1830.5	0.2	0.009301	-	NoDiff
AL080317.3	39.8	-0.9	0.009301	-	NoDiff
AVEN	275.1	-0.7	0.009328	-	NoDiff
NDEL1	1371.1	-0.3	0.009336	-	NoDiff
YPEL3	969.2	-0.4	0.009348	-	NoDiff
PLP2	1002.4	-0.4	0.009399	-	NoDiff
SAMD3	14.9	1.6	0.009431	-	treat_UP
NEGR1	1379.4	-1.3	0.009492	-	treat_DW
AC009879.3	26.1	-2.1	0.009547	-	treat_DW
OSR2	4523.7	0.7	0.009576	-	NoDiff
OXCT1	932	-0.6	0.009591	-	NoDiff
TBC1D19	596.3	0.8	0.009591	-	NoDiff
BEST1	441.8	0.6	0.009597	-	NoDiff
DPH3	841.6	-0.4	0.009611	-	NoDiff
LYPD3	19.7	1.3	0.009612	-	treat_UP
NAE1	705.6	-0.3	0.009634	-	NoDiff
SELENOO	457.3	-0.5	0.009669	-	NoDiff
ADAMTS7	1703.8	-0.8	0.009703	-	NoDiff
SPOPL	478.3	-0.4	0.009703	-	NoDiff
MAF1	2155.5	-0.3	0.00972	-	NoDiff
USB1	635.6	-0.4	0.009739	-	NoDiff
MRTFB	683.5	0.5	0.009774	-	NoDiff
SEC16B	132.8	0.9	0.009833	-	NoDiff
TSPYL4	492.4	0.4	0.009855	-	NoDiff
RNF20	1294.2	0.3	0.009884	-	NoDiff
TNFSF9	13.1	1.7	0.009886	-	treat_UP
LINC00595	43.7	1.4	0.009936	-	treat_UP
EPAS1	22160.7	0.6	0.009939	-	NoDiff
NAP1L3	78.9	0.9	0.009958	-	NoDiff
CERS6-AS1	37.7	-1.6	0.009958	-	treat_DW
PCDHGC5	53.6	1.3	0.009958	-	treat_UP
EPN2	1111.2	-0.4	0.009983	-	NoDiff
RIOK3	1421.4	-0.4	0.009983	-	NoDiff
AKNA	528.5	0.8	0.009983	-	NoDiff
SLC8A1-AS1	86.9	0.9	0.01	-	NoDiff
CPZ	1192.5	0.7	0.01002	-	NoDiff
LRRN1	12.2	2.3	0.01002	-	treat_UP
UBE2FP1	8.4	-2.3	0.0101	-	treat_DW
AC022107.1	41.5	0.8	0.01013	-	NoDiff
NAPA	1937.6	-0.3	0.01015	-	NoDiff
AP001542.3	12.6	-2	0.01019	-	treat_DW
GRIK4	46	2.1	0.01021	-	treat_UP
STC1	938.2	-2.3	0.01025	-	treat_DW
MRGPRF	3075.5	-0.5	0.01026	-	NoDiff
LRRC17	1253.7	2.2	0.01039	-	treat_UP
GPRASP1	190.6	0.8	0.01046	-	NoDiff
NUDT3	1455.9	-0.4	0.01046	-	NoDiff
RECQL	1481.8	-0.4	0.01056	-	NoDiff
DNAJC6	54.6	-1.9	0.01058	-	treat_DW
HS6ST1	1473.8	-0.5	0.01059	-	NoDiff
TP53INP2	831.7	-0.6	0.01063	-	NoDiff
SNX21	1055.6	0.7	0.01071	-	NoDiff
EBPL	350.9	-0.5	0.01081	-	NoDiff
ARAP3	297	0.5	0.01093	-	NoDiff
AL356599.1	194.7	0.6	0.01093	-	NoDiff
TRAPPC11	1248.3	-0.4	0.01106	-	NoDiff
KDM1A	1227.4	0.2	0.01112	-	NoDiff
TRIM41	946.7	-0.3	0.01112	-	NoDiff
TMCO3	3666.8	-0.3	0.01117	-	NoDiff
MAP2K3	1128.1	-0.7	0.01124	-	NoDiff
FRK	185.5	0.5	0.01125	-	NoDiff
SASS6	56.1	0.7	0.01125	-	NoDiff
LRRN3	60.9	1.1	0.01135	-	treat_UP
SLC4A4	297.4	0.7	0.01139	-	NoDiff
GARS-DT	417.1	0.5	0.0114	-	NoDiff
RAD21	2935.3	-0.4	0.01141	-	NoDiff
RBMX	2927.9	0.4	0.01144	-	NoDiff
PNRC1	2214.2	-0.4	0.01151	-	NoDiff
PAMR1	6326.7	0.4	0.01161	-	NoDiff
CPNE5	16.3	-1.7	0.01163	-	treat_DW
NEBL	9	-3.9	0.01171	-	treat_DW
SDHAF2	208.2	-0.5	0.01176	-	NoDiff
TMEM87A	993.7	-0.4	0.01177	-	NoDiff
ZSCAN2	101.6	0.6	0.01177	-	NoDiff
ZNF766	260.6	0.5	0.01177	-	NoDiff
RNPS1	1431.9	-0.2	0.01177	-	NoDiff
ASB5	21.7	-2.5	0.01187	-	treat_DW
AC093535.2	149.4	-1.5	0.01189	-	treat_DW
MYLIP	337.8	0.4	0.0119	-	NoDiff
MOK	118.8	0.5	0.0119	-	NoDiff
PDGFRB	20329.5	-0.3	0.01192	-	NoDiff
DUSP14	703.7	-0.5	0.01192	-	NoDiff
SYT7	148.6	0.8	0.01196	-	NoDiff
EMP2	1315.7	-0.5	0.01199	-	NoDiff
DEGS1	2473.6	-0.3	0.01201	-	NoDiff
TRHDE-AS1	315.9	0.5	0.01204	-	NoDiff
SMOX	253.7	0.7	0.01214	-	NoDiff
FAM45A	1523.7	-0.3	0.01214	-	NoDiff
ANGEL1	367.1	0.3	0.01215	-	NoDiff
ZNF248	290.5	0.7	0.01216	-	NoDiff
COL4A5	440.7	0.9	0.01225	-	NoDiff
IDH2	861	-0.5	0.01229	-	NoDiff
TCHP	419.8	-0.3	0.01231	-	NoDiff
DDX21	1279.8	-0.5	0.01233	-	NoDiff
RRAS2	2958.5	-0.6	0.01234	-	NoDiff
SEMA3B	1258.8	0.7	0.0124	-	NoDiff
F10	289.3	-0.7	0.0124	-	NoDiff
MYO1E	2309	-0.8	0.01253	-	NoDiff
CNOT8	777.5	-0.5	0.01254	-	NoDiff
TRIM5	549.9	0.6	0.01261	-	NoDiff
AUP1	1378.6	-0.4	0.01275	-	NoDiff
CDC73	978.8	-0.4	0.01275	-	NoDiff
SLX4IP	97.9	0.6	0.01276	-	NoDiff
CNPY4	511.3	0.4	0.01289	-	NoDiff
STK17B	1490.7	-1	0.01293	-	treat_DW
AL353622.1	20.3	1.2	0.01293	-	treat_UP
FUT11	708.5	-0.3	0.01294	-	NoDiff
TSPYL2	742.5	0.6	0.01295	-	NoDiff
SNX33	2969.6	-0.3	0.013	-	NoDiff
IRAK3	644.6	-0.8	0.01308	-	NoDiff
KIAA0408	246.7	-1.4	0.01308	-	treat_DW
UTP20	820.3	-0.5	0.01313	-	NoDiff
MBNL2	1659.4	-0.3	0.01313	-	NoDiff
LDLRAD3	288.5	-0.6	0.01322	-	NoDiff
AC107959.1	47.1	0.9	0.01329	-	NoDiff
CBFA2T2	500	0.5	0.01335	-	NoDiff
NOTCH1	243.7	0.7	0.01337	-	NoDiff
ZNF445	676.9	0.4	0.01344	-	NoDiff
OPN3	386.4	-0.7	0.01347	-	NoDiff
LGMN	1149.1	-0.4	0.01347	-	NoDiff
ANKRD36	244.2	0.4	0.01347	-	NoDiff
HAPLN3	143.5	-1.3	0.01347	-	treat_DW
TSPAN32	15.7	1.8	0.01352	-	treat_UP
ATG101	532.9	-0.3	0.01352	-	NoDiff
SPATA13	761.8	0.6	0.01356	-	NoDiff
KIAA0355	850.3	-0.4	0.01366	-	NoDiff
CABLES1	1294.6	-0.6	0.01371	-	NoDiff
FRMD5	89.6	1	0.01375	-	treat_UP
TMEM127	2378.4	-0.3	0.01376	-	NoDiff
STARD5	586.3	0.6	0.01377	-	NoDiff
PCNX2	576.1	0.5	0.01385	-	NoDiff
TMEM131L	434	0.5	0.01404	-	NoDiff
AC093752.1	157.2	0.6	0.01404	-	NoDiff
AC005329.1	16.4	-2.6	0.01404	-	treat_DW
LPAR1	7159.8	-0.4	0.01406	-	NoDiff
AC005046.1	52.4	-0.7	0.01407	-	NoDiff
CDC25B	2516.8	0.6	0.01409	-	NoDiff
C12orf4	386	0.5	0.01415	-	NoDiff
NSD2	832.4	0.3	0.01415	-	NoDiff
GNL2	985.6	-0.5	0.0142	-	NoDiff
LRRC49	265.2	0.6	0.01422	-	NoDiff
NACC2	1241.8	-0.3	0.01423	-	NoDiff
PARD6G	77.9	1.3	0.01423	-	treat_UP
SLX1B	70	-1.2	0.01423	-	treat_DW
TMED5	2233.5	-0.3	0.01425	-	NoDiff
LRSAM1	335.8	0.4	0.01425	-	NoDiff
TET2	351.4	0.4	0.01435	-	NoDiff
TLCD2	1216.6	-0.9	0.01435	-	NoDiff
MAMSTR	51.4	1.1	0.01436	-	treat_UP
N4BP2	452.2	-0.4	0.01438	-	NoDiff
GRSF1	1683.4	-0.3	0.01438	-	NoDiff
LZIC	343.2	0.4	0.01443	-	NoDiff
RNF217	815.1	-0.6	0.01457	-	NoDiff
RNF112	39.3	-1.1	0.01459	-	treat_DW
ZNF423	36	1	0.01464	-	treat_UP
ITPRIP	575.3	-0.4	0.01464	-	NoDiff
CISD3	285.2	-0.4	0.01469	-	NoDiff
IPMK	336.2	-0.6	0.01471	-	NoDiff
FRRS1	182	0.7	0.01474	-	NoDiff
ZC3H12C	395.6	-0.5	0.01484	-	NoDiff
ARHGAP28	726.9	1.4	0.01485	-	treat_UP
CCT8	2419.5	-0.3	0.01485	-	NoDiff
SPINT2	105.4	-1.7	0.01485	-	treat_DW
RIOX2	493.5	0.5	0.01485	-	NoDiff
PRR34-AS1	21.4	-1.3	0.01485	-	treat_DW
EZH2	99.3	0.8	0.01487	-	NoDiff
ARHGAP22	350.5	0.6	0.01487	-	NoDiff
TMEM9B	1288.2	-0.4	0.01493	-	NoDiff
ITGA8	472.4	-1	0.01494	-	treat_DW
HPS6	377.3	-0.5	0.01494	-	NoDiff
ECI2	991.9	0.3	0.01497	-	NoDiff
FBLIM1	1735.6	-0.4	0.01499	-	NoDiff
ZFC3H1	2253	-0.4	0.01501	-	NoDiff
TAF5L	319	-0.4	0.01501	-	NoDiff
GRIA1	2853.1	-0.8	0.0151	-	NoDiff
SMIM10	276.6	-0.6	0.01512	-	NoDiff
TP53I13	506.4	-0.6	0.01515	-	NoDiff
BBC3	289	0.7	0.01518	-	NoDiff
ZNF117	442.5	0.6	0.01523	-	NoDiff
AC072022.2	25.4	-1.2	0.01523	-	treat_DW
CCT6B	41.7	-1.1	0.01525	-	treat_DW
MARCH2	435.5	-0.5	0.01526	-	NoDiff
SPRY2	248.9	-0.6	0.01531	-	NoDiff
COASY	859.6	-0.2	0.01533	-	NoDiff
ELK1	639.2	-0.4	0.01541	-	NoDiff
PSMD8	1786.5	-0.3	0.01543	-	NoDiff
GPR63	59.6	-1.4	0.01543	-	treat_DW
XPO7	1703.4	0.3	0.01552	-	NoDiff
GM2A	1461.4	-0.3	0.01554	-	NoDiff
LINC02551	12.2	-1.9	0.01556	-	treat_DW
TRAPPC13	283.4	0.4	0.01564	-	NoDiff
IL17RB	69.8	0.9	0.01567	-	NoDiff
RASEF	54.6	0.7	0.01567	-	NoDiff
EXOSC9	484.7	-0.7	0.01579	-	NoDiff
CIRBP	2818.8	0.3	0.01584	-	NoDiff
CDH24	153.2	0.6	0.01584	-	NoDiff
KLHL25	138.9	-0.6	0.01584	-	NoDiff
TTF2	293.5	0.8	0.01585	-	NoDiff
SNX5	2347.4	-0.4	0.01586	-	NoDiff
ZNF367	42.7	-1.2	0.01586	-	treat_DW
AL356968.2	13.8	-1.9	0.01586	-	treat_DW
RIMKLB	739.5	0.3	0.01589	-	NoDiff
SLC44A2	3973.3	-0.5	0.0159	-	NoDiff
KIF3A	377	0.6	0.0159	-	NoDiff
ARHGEF17	2686.7	-0.3	0.01595	-	NoDiff
LMO4	1509	0.4	0.01595	-	NoDiff
PRICKLE2	744.4	-0.5	0.01595	-	NoDiff
KCNJ12	43.7	-1	0.01595	-	treat_DW
ZNF488	12.5	2.9	0.01595	-	treat_UP
LMLN2	12.7	1.7	0.01596	-	treat_UP
PCNX4	1506.5	0.3	0.01599	-	NoDiff
METRNL	1099.4	0.5	0.016	-	NoDiff
FASTKD5	212.9	-0.5	0.01606	-	NoDiff
SCRG1	32.6	-1.5	0.01613	-	treat_DW
FZD4	1692.4	-0.8	0.01613	-	NoDiff
SHC3	3404	-0.7	0.01619	-	NoDiff
USP30	340.9	0.4	0.01626	-	NoDiff
MAOB	390.1	-1.1	0.01628	-	treat_DW
FAM207A	146.3	-1	0.01628	-	treat_DW
MMP10	7.8	3	0.01637	-	treat_UP
ARF1	5735.7	-0.3	0.0165	-	NoDiff
VAMP2	901.5	-0.4	0.01651	-	NoDiff
NT5E	4246.8	0.8	0.01654	-	NoDiff
ZNF385A	488.5	0.8	0.0166	-	NoDiff
MYL6B	876.6	0.3	0.01661	-	NoDiff
CFL1P1	17.9	1.3	0.01661	-	treat_UP
CAPN1	3446.9	-0.2	0.01662	-	NoDiff
PISD	524.1	-0.4	0.01667	-	NoDiff
IRAK2	47.2	1	0.01672	-	treat_UP
TAOK3	1353.5	-0.3	0.01675	-	NoDiff
SACS	3261.7	0.7	0.01675	-	NoDiff
RIOK2	379.9	0.5	0.01676	-	NoDiff
JUN	3122	1	0.01679	-	treat_UP
PGAP1	365.6	0.4	0.01681	-	NoDiff
AC013553.3	10.8	1.8	0.01683	-	treat_UP
HSD17B14	245.9	0.5	0.01689	-	NoDiff
ZC4H2	186.4	0.5	0.01689	-	NoDiff
SLC18B1	167.9	0.6	0.01691	-	NoDiff
MUC1	442.1	-0.8	0.01702	-	NoDiff
CLUH	893.9	-0.5	0.01713	-	NoDiff
ME1	674.7	0.6	0.01714	-	NoDiff
PSKH1	1099.1	-0.3	0.01714	-	NoDiff
CRYZL1	353.7	0.3	0.01714	-	NoDiff
TRAM2	9975.5	-0.2	0.01718	-	NoDiff
ARL1	2236.1	0.3	0.01725	-	NoDiff
ZNF667	209.4	0.6	0.01725	-	NoDiff
GSN	13562.9	-0.4	0.01741	-	NoDiff
AL365203.2	87.6	-0.8	0.01742	-	NoDiff
ESR1	34.9	1.3	0.01743	-	treat_UP
CST3	4008.9	-0.3	0.01752	-	NoDiff
HDAC5	2725	-0.4	0.01752	-	NoDiff
KBTBD7	159.5	0.4	0.01753	-	NoDiff
ARNTL	276	-0.6	0.01753	-	NoDiff
CREB1	772.9	0.6	0.01757	-	NoDiff
PDLIM4	315.6	0.5	0.01757	-	NoDiff
GPR78	19.9	1.6	0.01758	-	treat_UP
SLFNL1-AS1	18.9	-1.3	0.01758	-	treat_DW
ZNF827	563.8	0.5	0.01781	-	NoDiff
SLC8A1	1026.2	0.7	0.01781	-	NoDiff
AKR1C3	1639.1	0.7	0.01783	-	NoDiff
NPR3	4555.3	-1	0.01795	-	treat_DW
AC019205.1	82.2	0.6	0.01806	-	NoDiff
MAGI1	637	-0.6	0.0181	-	NoDiff
NUP50-DT	117.4	-0.7	0.01821	-	NoDiff
MDH1B	23.2	1.2	0.01829	-	treat_UP
SCAI	642.6	0.6	0.01829	-	NoDiff
LINC00957	49.3	-0.9	0.01829	-	NoDiff
FAM168A	1779.5	0.3	0.01836	-	NoDiff
AC024896.1	163.3	-0.9	0.01837	-	NoDiff
PCMT1	1014.7	-0.3	0.01854	-	NoDiff
NREP	811	0.5	0.01854	-	NoDiff
ZGRF1	66.2	0.8	0.01854	-	NoDiff
ACAD11	1065.4	0.5	0.01863	-	NoDiff
SELENOF	3194.2	-0.3	0.01864	-	NoDiff
MBOAT2	784.2	0.4	0.01882	-	NoDiff
KCNS3	81	-0.9	0.01882	-	NoDiff
COPZ1	2047.4	0.2	0.01884	-	NoDiff
TFEB	82.9	0.9	0.01894	-	NoDiff
TRIM69	597.8	0.6	0.01906	-	NoDiff
VCPIP1	711.7	-0.2	0.01916	-	NoDiff
SMTN	1457.6	0.7	0.01916	-	NoDiff
ZNF318	754.2	0.4	0.01918	-	NoDiff
MTMR12	790.3	-0.5	0.01932	-	NoDiff
SGK2	12	1.7	0.01941	-	treat_UP
EPSTI1	213	-0.6	0.0195	-	NoDiff
VPS13D	3394.4	-0.9	0.01957	-	NoDiff
TIMP3	51345.2	0.6	0.01957	-	NoDiff
METTL9	1802.2	0.2	0.01957	-	NoDiff
MYO16	9.8	-1.7	0.0196	-	treat_DW
FAM187A	41.2	1.1	0.0196	-	treat_UP
MLH1	541	0.4	0.01961	-	NoDiff
CRYBG1	336	-0.6	0.01961	-	NoDiff
STXBP4	520.9	-0.8	0.01966	-	NoDiff
KDSR	2568.1	-0.5	0.01969	-	NoDiff
ZNF43	187.2	0.5	0.0197	-	NoDiff
CROCCP3	130.4	0.8	0.01993	-	NoDiff
AC013644.1	12.4	-2.2	0.01997	-	treat_DW
MTHFSD	285.4	0.5	0.02006	-	NoDiff
ATP5MD	627.1	-0.3	0.02006	-	NoDiff
LEPROT	4406.5	-0.3	0.02006	-	NoDiff
MB21D2	112.2	-0.5	0.02012	-	NoDiff
C4orf33	84.8	0.6	0.02013	-	NoDiff
DHRS3	3672.9	-1.1	0.02022	-	treat_DW
FBF1	170.9	0.5	0.02026	-	NoDiff
IMPAD1	2613.4	-0.3	0.0203	-	NoDiff
BTBD19	277	0.6	0.02033	-	NoDiff
KIF18A	32.6	1.3	0.0204	-	treat_UP
NCS1	1077.7	0.4	0.02042	-	NoDiff
ZSCAN16-AS1	80.2	-0.6	0.02047	-	NoDiff
IL6R	744.5	-0.5	0.02055	-	NoDiff
SMG9	587.4	0.3	0.02063	-	NoDiff
PKD2	3827.7	-0.8	0.02063	-	NoDiff
USP12	848.5	-0.5	0.02063	-	NoDiff
DPP3	738.7	-0.4	0.02063	-	NoDiff
ADHFE1	273.3	-1.1	0.02085	-	treat_DW
SERPINB1	612.9	-0.4	0.02089	-	NoDiff
CLCN3	1749.6	0.4	0.02105	-	NoDiff
MED28	1369.1	-0.4	0.02105	-	NoDiff
ETFA	1271.7	-0.3	0.02105	-	NoDiff
ARAP1	2814.5	0.3	0.02105	-	NoDiff
CALCOCO1	6114.9	-0.4	0.02106	-	NoDiff
DSTYK	1640	0.4	0.02106	-	NoDiff
ACOT9	904.8	-0.3	0.02108	-	NoDiff
MEF2C	131.8	0.6	0.02115	-	NoDiff
SLC38A5	438.8	0.8	0.0212	-	NoDiff
DYRK1B	416.6	0.4	0.02122	-	NoDiff
SGMS1-AS1	143.9	1.1	0.02125	-	treat_UP
MAMDC2	772.8	-2.2	0.02136	-	treat_DW
GALNT12	417.3	1.1	0.02145	-	treat_UP
BMERB1	1389.3	-0.5	0.02145	-	NoDiff
ADH6	24.9	-1.1	0.02145	-	treat_DW
AARS2	367.7	0.7	0.02147	-	NoDiff
ZBTB46	206.3	0.7	0.02164	-	NoDiff
PYCR1	358.5	0.6	0.02164	-	NoDiff
DEPDC7	88	0.6	0.02172	-	NoDiff
ZFAND2B	344.3	0.4	0.02196	-	NoDiff
PRKAR2B	299.5	-0.6	0.02202	-	NoDiff
TTYH3	2189.2	0.6	0.02202	-	NoDiff
TMEM128	366.3	-0.3	0.02206	-	NoDiff
RILP	153.9	-0.5	0.02211	-	NoDiff
ALPK1	550.8	0.4	0.02213	-	NoDiff
FUNDC2	822.5	-0.3	0.02213	-	NoDiff
EFCAB14	3377.3	-0.3	0.02224	-	NoDiff
MCM4	525.2	0.5	0.02228	-	NoDiff
MX1	228	0.7	0.02231	-	NoDiff
TPP1	5969.1	0.2	0.02237	-	NoDiff
NRAS	769	-0.3	0.0224	-	NoDiff
SLC31A1	1066.2	-0.4	0.02241	-	NoDiff
TBC1D16	2869.3	-0.5	0.0225	-	NoDiff
VPS18	884.1	-0.4	0.02261	-	NoDiff
RBPMS-AS1	50.1	-1.1	0.02262	-	treat_DW
PDHB	854.3	-0.3	0.02263	-	NoDiff
CREB3L2	3003.9	-0.5	0.0227	-	NoDiff
SCP2	3031.8	0.2	0.02276	-	NoDiff
FAM117A	167.5	0.5	0.02276	-	NoDiff
SLC35E2B	2420.5	0.4	0.02304	-	NoDiff
COL24A1	74.5	1	0.0231	-	treat_UP
S100A3	59.9	0.7	0.02313	-	NoDiff
CERS1	18.6	1.6	0.02313	-	treat_UP
JARID2	299.2	-0.4	0.02323	-	NoDiff
CHRDL1	194	-1.1	0.02323	-	treat_DW
OGFRL1	909.3	-0.5	0.02323	-	NoDiff
ACVR1C	21	1.4	0.02323	-	treat_UP
LLGL1	1206.6	0.4	0.02323	-	NoDiff
GPSM1	1892	0.4	0.02323	-	NoDiff
SLC35E2A	1034.2	0.6	0.02323	-	NoDiff
ATXN1L	1151.3	-0.3	0.02323	-	NoDiff
MTMR9LP	327.3	0.6	0.02328	-	NoDiff
ARF5	1666.8	-0.3	0.02332	-	NoDiff
SNX2	1646.8	0.3	0.02335	-	NoDiff
DGKZ	1042.4	0.3	0.02336	-	NoDiff
MAGED2	3061.2	0.3	0.02338	-	NoDiff
HEBP1	1450.3	-0.4	0.02354	-	NoDiff
GAN	196.5	-0.5	0.02357	-	NoDiff
MAP1S	628.6	-0.4	0.02359	-	NoDiff
SPTLC3	190.7	0.8	0.02359	-	NoDiff
PEX3	319.6	0.6	0.02362	-	NoDiff
THNSL1	67.4	0.7	0.02364	-	NoDiff
LARP1B	243.1	-0.4	0.02371	-	NoDiff
PCSK5	389.4	0.4	0.02373	-	NoDiff
PPP1CA	1176	-0.3	0.02373	-	NoDiff
LITAF	5437.5	0.3	0.02373	-	NoDiff
CHD9	1672.6	-0.4	0.02374	-	NoDiff
ENG	3316.6	0.3	0.02379	-	NoDiff
KCND3	123.3	-1.5	0.02392	-	treat_DW
ZDHHC18	472.8	-0.3	0.024	-	NoDiff
PSME3	1696.6	-0.3	0.0241	-	NoDiff
GAB3	63	-0.7	0.0241	-	NoDiff
DNAJC21	1423.6	-0.4	0.0241	-	NoDiff
IQCJ-SCHIP1	114.6	-0.9	0.0241	-	NoDiff
FBN2	16089.8	-2	0.02411	-	treat_DW
TUBA3FP	10.6	1.7	0.02413	-	treat_UP
PTPN13	2387.7	0.4	0.02419	-	NoDiff
ZNF774	40.7	1.3	0.02436	-	treat_UP
TUBA1B	7478	0.7	0.0244	-	NoDiff
PAFAH1B2	1592.5	-0.4	0.0244	-	NoDiff
SYNGR3	38.6	-1.2	0.02442	-	treat_DW
THOC2	1930.6	-0.6	0.02447	-	NoDiff
MCCC1	559.8	-0.5	0.02466	-	NoDiff
GPX4	5812.5	0.3	0.02478	-	NoDiff
MOCS2	948.6	0.4	0.02483	-	NoDiff
COL5A3	330.9	-0.9	0.02486	-	NoDiff
ITPKB	1235.3	0.8	0.02486	-	NoDiff
TAF1A	93.2	0.6	0.02488	-	NoDiff
NXPH3	286.7	-1.3	0.02488	-	treat_DW
NFX1	1114.2	0.3	0.02511	-	NoDiff
PSMC5	1682.5	-0.4	0.02511	-	NoDiff
LRRC59	2018	-0.5	0.02511	-	NoDiff
EPHA4	295.5	-1.3	0.02511	-	treat_DW
ACTG1	57949.5	-0.5	0.02511	-	NoDiff
RASSF7	42.5	-1.2	0.02516	-	treat_DW
ZNF286B	75.1	1.3	0.02534	-	treat_UP
DIS3	1104.4	-0.3	0.02544	-	NoDiff
LMO7DN	12.8	1.6	0.02544	-	treat_UP
LCLAT1	888.9	-0.8	0.02549	-	NoDiff
PAK3	86	1.4	0.02552	-	treat_UP
DNAJB14	1135	-0.4	0.02569	-	NoDiff
PTBP2	276.3	0.4	0.02584	-	NoDiff
HABP4	1307	-0.6	0.02599	-	NoDiff
C16orf95	44.8	-0.9	0.02608	-	NoDiff
NAPG	468.5	-0.3	0.02613	-	NoDiff
IER3	183.9	1.1	0.02613	-	treat_UP
ABHD3	87.8	-0.8	0.02621	-	NoDiff
SMG5	2463.7	-0.3	0.02626	-	NoDiff
ADAMTSL4	3570.2	-0.9	0.02632	-	NoDiff
C11orf96	52.5	-1.1	0.02632	-	treat_DW
ZNF343	352.2	-0.4	0.0265	-	NoDiff
C12orf65	324.2	0.3	0.02651	-	NoDiff
TMEM44	274.9	0.4	0.02651	-	NoDiff
HDAC2	1290.2	0.3	0.02652	-	NoDiff
ADH5	8173	-0.3	0.02652	-	NoDiff
TCF3	1204.7	0.4	0.02654	-	NoDiff
AC025423.2	158.8	0.7	0.02655	-	NoDiff
GNPNAT1	806	-0.3	0.02662	-	NoDiff
CDKN2A	779.8	0.3	0.02665	-	NoDiff
IFNGR1	1443.8	-0.4	0.02669	-	NoDiff
ABHD17B	193.4	-0.4	0.02674	-	NoDiff
ARCN1	4335.5	-0.2	0.02677	-	NoDiff
C14orf93	154.2	0.5	0.02688	-	NoDiff
FMNL2	1625	-0.5	0.02688	-	NoDiff
VASP	921.2	-0.4	0.02692	-	NoDiff
DKK2	12.1	1.6	0.02713	-	treat_UP
SLC51B	31.5	1.6	0.02715	-	treat_UP
TMEM120A	429.9	-0.4	0.02718	-	NoDiff
ARMCX3	2920.8	0.3	0.02719	-	NoDiff
APMAP	2547.8	-0.2	0.02721	-	NoDiff
NFKBIB	427.1	-0.3	0.02721	-	NoDiff
PTBP1	3564.4	-0.3	0.02734	-	NoDiff
KIAA1324	40.2	1.3	0.02744	-	treat_UP
PDLIM7	3558.4	-0.6	0.02745	-	NoDiff
EPM2AIP1	701.6	0.4	0.02748	-	NoDiff
AC060766.7	86.1	-0.9	0.02748	-	NoDiff
ARHGEF12	6095.5	-0.3	0.02755	-	NoDiff
SLC35D2	558.5	-0.3	0.02759	-	NoDiff
ABCC5	1124.8	-0.4	0.02767	-	NoDiff
LZTFL1	464.2	0.4	0.0277	-	NoDiff
SNX9	4589.5	0.4	0.02781	-	NoDiff
ERV3-1	217	0.5	0.02781	-	NoDiff
MMGT1	745.4	-0.4	0.02785	-	NoDiff
TFDP1	1737	-0.3	0.02792	-	NoDiff
PBX2	1262.8	0.3	0.02796	-	NoDiff
PCMTD1	1800.7	0.4	0.02812	-	NoDiff
ARL13B	202	-0.4	0.02826	-	NoDiff
CCNL2	4085.7	-0.3	0.02826	-	NoDiff
SNRK-AS1	24.9	-1.3	0.02827	-	treat_DW
NDFIP1	2940.6	-0.4	0.02831	-	NoDiff
ZNF512	556.8	0.4	0.02831	-	NoDiff
ABHD12	1244.5	-0.3	0.02835	-	NoDiff
LINC00346	102.3	0.8	0.02835	-	NoDiff
AC241952.1	1119.2	-0.7	0.02835	-	NoDiff
TMLHE	241.4	0.4	0.02836	-	NoDiff
TMEM43	3748.4	-0.3	0.02846	-	NoDiff
LINC02449	50.2	0.9	0.02853	-	NoDiff
SAMD13	16.3	1.4	0.02863	-	treat_UP
NINL	430.5	0.5	0.02869	-	NoDiff
KCNJ8	217.2	-0.7	0.02869	-	NoDiff
GTF3C1	2354.2	0.3	0.02872	-	NoDiff
SRSF8	575.2	-0.5	0.02872	-	NoDiff
NXPH4	19.7	1.2	0.02874	-	treat_UP
CBSL	603	-1.2	0.02874	-	treat_DW
GARS	2885.7	0.2	0.02875	-	NoDiff
ZNF697	217.6	0.6	0.02875	-	NoDiff
NT5C2	2038.3	-0.5	0.02895	-	NoDiff
FABP4	8.9	-3.2	0.02899	-	treat_DW
DENND3	541.6	-0.4	0.02909	-	NoDiff
BDH2	1233.4	0.3	0.02924	-	NoDiff
RETREG3	1063.4	-0.3	0.02932	-	NoDiff
SEC61A1	10553.8	0.2	0.02941	-	NoDiff
GMCL1	318.1	-0.4	0.0295	-	NoDiff
CHRM2	2955.6	0.7	0.02954	-	NoDiff
SPON2	8561.8	0.9	0.0296	-	NoDiff
CAMK2N1	6231	-0.7	0.02961	-	NoDiff
BLOC1S5	272.6	0.5	0.02961	-	NoDiff
AC106782.1	41.4	1	0.02961	-	treat_UP
ARPC3	2420.5	-0.3	0.02969	-	NoDiff
TBX3	1760.4	0.4	0.02975	-	NoDiff
KDM6B	666.9	0.6	0.02983	-	NoDiff
SESN1	723.9	0.2	0.02986	-	NoDiff
AL049629.2	25	-1.2	0.02991	-	treat_DW
ACTG2	1156	-1.9	0.03025	-	treat_DW
